guesses,clues,boards
"['spy', 'check']",espionage,"green: ['crash', 'spy', 'spot'], black: ['round', 'charge', 'part'], tan: ['mine', 'figure', 'stock', 'match', 'check', 'life', 'roulette', 'ray', 'angel', 'death', 'genius', 'march', 'cast']"
"['crash', 'spot']",collision,"green: ['crash', 'spot'], black: ['round', 'charge', 'part'], tan: ['mine', 'figure', 'stock', 'match', 'life', 'roulette', 'ray', 'angel', 'death', 'genius', 'march', 'cast']"
"['vacuum', 'angel']",space,"green: ['mine', 'charge', 'check', 'angel', 'vacuum', 'march', 'luck'], black: ['round', 'crash', 'life'], tan: ['figure', 'unicorn', 'match', 'mount', 'part', 'spy', 'force', 'spot', 'roulette', 'ray', 'death', 'genius', 'cast']"
"['charge', 'march']",blitzkrieg,"green: ['mine', 'charge', 'check', 'march'], black: ['round', 'crash', 'life'], tan: ['figure', 'unicorn', 'match', 'mount', 'part', 'spy', 'force', 'spot', 'roulette', 'ray', 'death', 'genius', 'cast']"
"['press', 'force']",button,"green: ['press', 'charge', 'point', 'degree', 'cover', 'mass', 'poison', 'undertaker'], black: ['fall', 'mammoth', 'tag'], tan: ['draft', 'boom', 'force', 'sub', 'racket', 'agent', 'fair', 'grace', 'capital', 'crash', 'wind', 'mine']"
"['undertaker', 'poison']",finger,"green: ['charge', 'point', 'degree', 'cover', 'mass', 'poison', 'undertaker'], black: ['fall', 'mammoth', 'tag'], tan: ['draft', 'boom', 'sub', 'racket', 'agent', 'fair', 'grace', 'capital', 'crash', 'wind', 'mine']"
"['charge', 'cover']",cellphone,"green: ['charge', 'degree', 'cover', 'mass'], black: ['fall', 'mammoth', 'tag'], tan: ['draft', 'boom', 'sub', 'racket', 'agent', 'fair', 'grace', 'capital', 'crash', 'wind', 'mine']"
"['war', 'draft']",combat,"green: ['draft', 'point', 'cover', 'war', 'grace', 'crash', 'mine'], black: ['mammoth', 'fair', 'undertaker'], tan: ['press', 'boom', 'charge', 'force', 'sub', 'degree', 'racket', 'agent', 'capital', 'mass', 'wind', 'poison', 'tag']"
"['tag', 'comic']",label,"green: ['sound', 'stock', 'figure', 'tag', 'point', 'link', 'spy'], black: ['center', 'ninja', 'pitch'], tan: ['comic', 'spell', 'superhero', 'centaur', 'match', 'conductor', 'fighter', 'war', 'mammoth', 'lap', 'fair']"
"['day', 'time']",week,"green: ['state', 'leprechaun', 'sub', 'day', 'cycle', 'genius', 'alien', 'ghost', 'strike'], black: ['pitch', 'light', 'row'], tan: ['king', 'time', 'contract', 'luck', 'drop', 'link', 'play', 'scientist', 'superhero', 'spot', 'vacuum', 'center', 'change']"
"['ghost', 'leprechaun', 'superhero']",supernatural,"green: ['state', 'leprechaun', 'sub', 'genius', 'alien', 'ghost', 'strike'], black: ['pitch', 'light', 'row'], tan: ['king', 'contract', 'luck', 'drop', 'link', 'play', 'scientist', 'superhero', 'spot', 'vacuum', 'center', 'change']"
"['luck', 'play']",powerball,"green: ['sub', 'day', 'cycle', 'luck', 'link', 'play', 'scientist', 'vacuum', 'row'], black: ['king', 'light', 'alien'], tan: ['state', 'leprechaun', 'time', 'contract', 'pitch', 'genius', 'drop', 'superhero', 'spot', 'center', 'ghost', 'strike', 'change']"
"['cycle', 'center']",exercise,"green: ['sub', 'cycle', 'link', 'scientist', 'vacuum', 'row'], black: ['king', 'light', 'alien'], tan: ['state', 'leprechaun', 'time', 'contract', 'pitch', 'genius', 'drop', 'superhero', 'spot', 'center', 'ghost', 'strike', 'change']"
"['row', 'pitch']",boat,"green: ['sub', 'link', 'scientist', 'vacuum', 'row'], black: ['king', 'light', 'alien'], tan: ['state', 'leprechaun', 'time', 'contract', 'pitch', 'genius', 'drop', 'superhero', 'spot', 'ghost', 'strike', 'change']"
"['tag', 'millionaire']",label,"green: ['undertaker', 'beat', 'capital', 'bond', 'mine', 'novel', 'tag'], black: ['boom', 'day', 'trip'], tan: ['spring', 'march', 'ray', 'spy', 'charge', 'light', 'comic', 'crash', 'disease', 'time', 'death', 'millionaire']"
"['novel', 'capital']",book,"green: ['undertaker', 'beat', 'capital', 'bond', 'mine', 'novel'], black: ['boom', 'day', 'trip'], tan: ['spring', 'march', 'ray', 'spy', 'charge', 'light', 'comic', 'crash', 'disease', 'time', 'death']"
"['mine', 'charge']",quarry,"green: ['undertaker', 'mine'], black: ['boom', 'day', 'trip'], tan: ['spring', 'march', 'ray', 'spy', 'charge', 'light', 'comic', 'crash', 'disease', 'time', 'death']"
"['roulette', 'war', 'crash']",russian,"green: ['spring', 'march', 'war', 'spy', 'boom', 'light', 'roulette', 'bond', 'crash'], black: ['beat', 'day', 'time'], tan: ['undertaker', 'ray', 'stock', 'charge', 'capital', 'trip', 'comic', 'disease', 'mine', 'novel', 'tag', 'death', 'millionaire']"
"['boom', 'charge']",fireworks,"green: ['spring', 'march', 'spy', 'boom', 'light', 'bond'], black: ['beat', 'day', 'time'], tan: ['undertaker', 'ray', 'stock', 'charge', 'capital', 'trip', 'comic', 'disease', 'mine', 'novel', 'tag', 'death', 'millionaire']"
"['march', 'light']",april,"green: ['spring', 'march', 'spy', 'light', 'bond'], black: ['beat', 'day', 'time'], tan: ['undertaker', 'ray', 'stock', 'capital', 'trip', 'comic', 'disease', 'mine', 'novel', 'tag', 'death', 'millionaire']"
"['spy', 'bond']",007,"green: ['spring', 'spy', 'bond'], black: ['beat', 'day', 'time'], tan: ['undertaker', 'ray', 'stock', 'capital', 'trip', 'comic', 'disease', 'mine', 'novel', 'tag', 'death', 'millionaire']"
"['press', 'club']",media,"green: ['time', 'cover', 'superhero', 'disease', 'pass', 'press', 'light', 'lap', 'club'], black: ['conductor', 'fair', 'witch'], tan: ['opera', 'mount', 'part', 'wake', 'green', 'wind', 'code', 'cold', 'capital', 'spring', 'play', 'check', 'racket']"
"['light', 'lap']",ray,"green: ['time', 'cover', 'superhero', 'disease', 'light', 'lap'], black: ['conductor', 'fair', 'witch'], tan: ['opera', 'mount', 'part', 'wake', 'green', 'wind', 'code', 'cold', 'capital', 'spring', 'play', 'check', 'racket']"
"['superhero', 'disease']",human,"green: ['cover', 'superhero', 'disease'], black: ['conductor', 'fair', 'witch'], tan: ['opera', 'mount', 'part', 'wake', 'green', 'wind', 'code', 'cold', 'capital', 'spring', 'play', 'check', 'racket']"
"['wake', 'spring']",morning,"green: ['time', 'wake', 'conductor', 'cold', 'capital', 'spring', 'check', 'pass', 'club'], black: ['wind', 'fair', 'lap'], tan: ['opera', 'mount', 'part', 'green', 'cover', 'code', 'witch', 'play', 'superhero', 'disease', 'racket', 'press', 'light']"
"['cold', 'pass']",hot,"green: ['time', 'conductor', 'cold', 'capital', 'check', 'pass'], black: ['wind', 'fair', 'lap'], tan: ['opera', 'mount', 'part', 'green', 'cover', 'code', 'witch', 'play', 'superhero', 'disease', 'racket', 'press', 'light']"
"['conductor', 'time']",bus,"green: ['time', 'conductor', 'capital', 'check'], black: ['wind', 'fair', 'lap'], tan: ['opera', 'mount', 'part', 'green', 'cover', 'code', 'witch', 'play', 'superhero', 'disease', 'racket', 'press', 'light']"
"['poison', 'ninja']",deadly,"green: ['king', 'club', 'wake', 'day', 'ninja', 'poison', 'lead', 'spot', 'tag'], black: ['well', 'cold', 'luck'], tan: ['compound', 'mount', 'genius', 'wind', 'field', 'time', 'scientist', 'superhero', 'life', 'degree', 'undertaker', 'mammoth', 'fair']"
"['day', 'wake']",sunrise,"green: ['king', 'wake', 'day', 'lead', 'spot', 'tag'], black: ['well', 'cold', 'luck'], tan: ['compound', 'mount', 'genius', 'wind', 'field', 'time', 'scientist', 'superhero', 'life', 'degree', 'undertaker', 'mammoth', 'fair']"
"['king', 'field']",charles,"green: ['king', 'lead', 'spot', 'tag'], black: ['well', 'cold', 'luck'], tan: ['compound', 'mount', 'genius', 'wind', 'field', 'time', 'scientist', 'superhero', 'life', 'degree', 'undertaker', 'mammoth', 'fair']"
"['tag', 'mount']",price,"green: ['lead', 'spot', 'tag'], black: ['well', 'cold', 'luck'], tan: ['compound', 'mount', 'genius', 'wind', 'time', 'scientist', 'superhero', 'life', 'degree', 'undertaker', 'mammoth', 'fair']"
"['genius', 'scientist']",einstein,"green: ['compound', 'genius', 'club', 'scientist', 'spot', 'mammoth', 'fair', 'luck', 'tag'], black: ['mount', 'day', 'well'], tan: ['king', 'wind', 'field', 'time', 'wake', 'superhero', 'life', 'ninja', 'degree', 'poison', 'lead', 'undertaker', 'cold']"
"['club', 'mammoth']",neanderthal,"green: ['compound', 'club', 'spot', 'mammoth', 'fair', 'luck', 'tag'], black: ['mount', 'day', 'well'], tan: ['king', 'wind', 'field', 'time', 'wake', 'superhero', 'life', 'ninja', 'degree', 'poison', 'lead', 'undertaker', 'cold']"
"['compound', 'spot', 'life']",fracture,"green: ['compound', 'spot', 'fair', 'luck'], black: ['mount', 'day', 'well'], tan: ['king', 'wind', 'field', 'wake', 'life', 'ninja', 'degree', 'poison', 'lead', 'undertaker', 'cold']"
"['embassy', 'trip']",country,"green: ['time', 'degree', 'fair', 'revolution', 'cover', 'drop', 'embassy', 'spot', 'wind'], black: ['wake', 'match', 'disease'], tan: ['spell', 'lap', 'fall', 'draft', 'luck', 'conductor', 'air', 'poison', 'trip', 'part', 'switch', 'plot', 'cold']"
"['degree', 'revolution', 'conductor']",college,"green: ['time', 'degree', 'fair', 'revolution', 'cover', 'drop', 'spot', 'wind'], black: ['wake', 'match', 'disease'], tan: ['spell', 'fall', 'draft', 'luck', 'conductor', 'air', 'poison', 'part', 'switch', 'plot', 'cold']"
"['time', 'drop', 'cold']",tourist,"green: ['time', 'fair', 'cover', 'drop', 'spot'], black: ['wake', 'match', 'disease'], tan: ['spell', 'draft', 'luck', 'air', 'poison', 'part', 'switch', 'plot', 'cold']"
"['roulette', 'row']",around,"green: ['conductor', 'sound', 'space', 'novel', 'state', 'plot', 'crash', 'roulette', 'revolution'], black: ['strike', 'agent', 'contract'], tan: ['club', 'luck', 'poison', 'mammoth', 'bond', 'day', 'trip', 'row', 'ray', 'wake', 'drop', 'mount', 'figure']"
"['novel', 'plot']",fiction,"green: ['conductor', 'sound', 'space', 'novel', 'state', 'plot', 'revolution'], black: ['strike', 'agent', 'contract'], tan: ['club', 'luck', 'poison', 'mammoth', 'bond', 'day', 'trip', 'ray', 'wake', 'drop', 'mount', 'figure']"
"['space', 'trip']",orbit,"green: ['conductor', 'sound', 'space', 'state', 'revolution'], black: ['strike', 'agent', 'contract'], tan: ['club', 'luck', 'poison', 'mammoth', 'bond', 'day', 'trip', 'ray', 'wake', 'drop', 'mount', 'figure']"
"['conductor', 'figure']",orchestra,"green: ['conductor', 'sound', 'state', 'revolution'], black: ['strike', 'agent', 'contract'], tan: ['club', 'luck', 'poison', 'mammoth', 'bond', 'day', 'ray', 'wake', 'drop', 'mount', 'figure']"
"['sound', 'vacuum']",music,"green: ['point', 'contract', 'lead', 'spring', 'code', 'roulette', 'sound', 'boom', 'press'], black: ['millionaire', 'change', 'soul'], tan: ['spot', 'bond', 'compound', 'cold', 'degree', 'genius', 'wake', 'pitch', 'embassy', 'switch', 'tag', 'vacuum', 'lap']"
"['press', 'spring', 'point', 'switch']",news,"green: ['point', 'contract', 'lead', 'spring', 'code', 'roulette', 'boom', 'press'], black: ['millionaire', 'change', 'soul'], tan: ['spot', 'bond', 'compound', 'cold', 'degree', 'genius', 'wake', 'pitch', 'embassy', 'switch', 'tag', 'lap']"
"['degree', 'sound']",college,"green: ['point', 'lead', 'spring', 'change', 'degree', 'pitch', 'switch', 'vacuum', 'lap'], black: ['millionaire', 'cold', 'code'], tan: ['contract', 'spot', 'bond', 'compound', 'genius', 'wake', 'roulette', 'embassy', 'soul', 'sound', 'boom', 'tag', 'press']"
"['vacuum', 'press']",dust,"green: ['point', 'lead', 'spring', 'change', 'pitch', 'switch', 'vacuum', 'lap'], black: ['millionaire', 'cold', 'code'], tan: ['contract', 'spot', 'bond', 'compound', 'genius', 'wake', 'roulette', 'embassy', 'soul', 'boom', 'tag', 'press']"
"['switch', 'code']",light,"green: ['lead', 'change', 'pitch', 'switch', 'lap'], black: ['millionaire', 'cold', 'code'], tan: ['contract', 'spot', 'bond', 'compound', 'genius', 'wake', 'roulette', 'embassy', 'soul', 'boom', 'tag']"
"['code', 'genius']",computer,"green: ['round', 'life', 'code', 'trip', 'genius', 'agent', 'undertaker', 'center', 'point'], black: ['spring', 'mine', 'fighter'], tan: ['sub', 'spot', 'alien', 'luck', 'lead', 'lap', 'millionaire', 'racket', 'green', 'revolution', 'bond', 'scientist', 'roulette']"
"['undertaker', 'center', 'point']",rope,"green: ['lead', 'millionaire', 'green', 'undertaker', 'mine', 'bond', 'scientist', 'center'], black: ['revolution', 'point', 'fighter'], tan: ['round', 'sub', 'life', 'spot', 'alien', 'code', 'luck', 'lap', 'trip', 'agent', 'racket', 'spring', 'roulette']"
"['fall', 'spring']",seasons,"green: ['press', 'lead', 'part', 'fall', 'well', 'roulette', 'spring', 'slip'], black: ['time', 'conductor', 'wind'], tan: ['point', 'switch', 'charge', 'grace', 'spot', 'unicorn', 'light', 'racket', 'bond', 'crash', 'trip', 'capital', 'round']"
"['spot', 'point']",position,"green: ['point', 'spot', 'conductor', 'light', 'fall', 'well', 'racket', 'crash', 'roulette'], black: ['grace', 'time', 'lead'], tan: ['switch', 'charge', 'press', 'unicorn', 'part', 'link', 'bond', 'trip', 'spring', 'capital', 'round', 'wind', 'slip']"
"['unicorn', 'superhero']",bike,"green: ['beat', 'link', 'war', 'unicorn', 'march', 'superhero'], black: ['cold', 'wind', 'sound'], tan: ['ray', 'lead', 'leprechaun', 'draft', 'ninja', 'racket', 'tag', 'charge', 'club', 'code', 'scientist', 'degree', 'mammoth']"
"['cold', 'life']",cough,"green: ['cold', 'wake', 'ray', 'air', 'roulette', 'spot', 'life', 'field', 'cover'], black: ['bond', 'mount', 'club'], tan: ['capital', 'state', 'fall', 'drop', 'wind', 'comic', 'war', 'light', 'sound', 'match', 'degree', 'superhero', 'mass']"
"['wake', 'spot']",day,"green: ['wake', 'roulette', 'spot', 'field', 'cover'], black: ['bond', 'mount', 'club'], tan: ['capital', 'state', 'fall', 'drop', 'wind', 'comic', 'war', 'light', 'sound', 'match', 'degree', 'superhero', 'mass']"
"['field', 'cover']",plot,"green: ['roulette', 'field', 'cover'], black: ['bond', 'mount', 'club'], tan: ['capital', 'state', 'fall', 'drop', 'wind', 'comic', 'war', 'light', 'sound', 'match', 'degree', 'superhero', 'mass']"
"['state', 'match']",washington,"green: ['state', 'wake', 'mount', 'ray', 'air', 'war', 'sound', 'match', 'mass'], black: ['capital', 'club', 'roulette'], tan: ['fall', 'cold', 'drop', 'wind', 'bond', 'comic', 'light', 'spot', 'degree', 'superhero', 'life', 'field', 'cover']"
"['air', 'ray']",revolution,"green: ['wake', 'mount', 'ray', 'air', 'war', 'sound', 'mass'], black: ['capital', 'club', 'roulette'], tan: ['fall', 'cold', 'drop', 'wind', 'bond', 'comic', 'light', 'spot', 'degree', 'superhero', 'life', 'field', 'cover']"
"['war', 'mass']",king,"green: ['mount', 'war', 'sound', 'mass'], black: ['capital', 'club', 'roulette'], tan: ['fall', 'cold', 'drop', 'wind', 'bond', 'comic', 'light', 'spot', 'degree', 'superhero', 'life', 'field', 'cover']"
"['state', 'king']",country,"green: ['spring', 'sound', 'comic', 'state', 'luck', 'king', 'roulette', 'fall', 'row'], black: ['drop', 'mount', 'opera'], tan: ['space', 'alien', 'lead', 'revolution', 'cycle', 'centaur', 'part', 'vacuum', 'center', 'fair', 'death', 'figure', 'bond']"
"['poison', 'ghost']",death,"green: ['centaur', 'mount', 'check', 'poison', 'lead', 'mine', 'crash', 'change'], black: ['time', 'cold', 'unicorn'], tan: ['field', 'row', 'ghost', 'press', 'scientist', 'superhero', 'date', 'state', 'trip', 'bond', 'day', 'charge', 'tag']"
"['unicorn', 'crash']",horse,"green: ['centaur', 'mount', 'check', 'lead', 'mine', 'crash', 'change'], black: ['time', 'cold', 'unicorn'], tan: ['field', 'row', 'press', 'scientist', 'superhero', 'date', 'state', 'trip', 'bond', 'day', 'charge', 'tag']"
"['boom', 'war']",explosion,"green: ['death', 'match', 'bond', 'figure', 'boom', 'opera', 'slip', 'ghost', 'sub'], black: ['mammoth', 'leprechaun', 'press'], tan: ['green', 'life', 'king', 'war', 'poison', 'witch', 'part', 'tag', 'wind', 'link', 'superhero', 'contract', 'degree']"
"['death', 'poison']",dying,"green: ['death', 'match', 'figure', 'opera', 'slip', 'ghost', 'sub'], black: ['mammoth', 'leprechaun', 'press'], tan: ['green', 'life', 'king', 'poison', 'witch', 'part', 'tag', 'wind', 'link', 'superhero', 'contract', 'degree']"
"['time', 'check']",clock,"green: ['pass', 'time', 'degree', 'plot', 'war', 'ray', 'march', 'grace', 'charge'], black: ['spy', 'switch', 'mine'], tan: ['soul', 'figure', 'play', 'drop', 'round', 'ghost', 'check', 'stock', 'bond', 'fair', 'fighter', 'sub', 'revolution']"
"['war', 'fighter']",soldier,"green: ['pass', 'degree', 'plot', 'war', 'ray', 'grace', 'charge'], black: ['spy', 'switch', 'mine'], tan: ['soul', 'figure', 'play', 'drop', 'round', 'ghost', 'stock', 'bond', 'fair', 'fighter', 'sub', 'revolution']"
"['ray', 'pass', 'round']",sun,"green: ['pass', 'degree', 'plot', 'ray', 'grace', 'charge'], black: ['spy', 'switch', 'mine'], tan: ['soul', 'figure', 'play', 'drop', 'round', 'ghost', 'stock', 'bond', 'fair', 'sub', 'revolution']"
"['bond', 'spy']",james,"green: ['soul', 'drop', 'round', 'plot', 'spy', 'bond', 'fighter', 'grace'], black: ['switch', 'sub', 'charge'], tan: ['pass', 'time', 'figure', 'play', 'ghost', 'check', 'stock', 'degree', 'war', 'fair', 'ray', 'revolution', 'mine']"
"['fighter', 'charge']",fight,"green: ['soul', 'drop', 'round', 'plot', 'fighter', 'grace'], black: ['switch', 'sub', 'charge'], tan: ['pass', 'time', 'figure', 'play', 'ghost', 'check', 'stock', 'degree', 'war', 'fair', 'ray', 'revolution', 'mine']"
"['disease', 'lead']",deadly,"green: ['drop', 'disease', 'pass', 'revolution', 'alien', 'spell', 'mount', 'force'], black: ['space', 'switch', 'spot'], tan: ['unicorn', 'war', 'lead', 'play', 'agent', 'pitch', 'lap', 'mine', 'state', 'air', 'sub', 'cycle']"
"['pass', 'spell', 'switch']",by,"green: ['drop', 'pass', 'revolution', 'spell', 'mount', 'force'], black: ['space', 'switch', 'spot'], tan: ['unicorn', 'war', 'play', 'agent', 'pitch', 'lap', 'mine', 'state', 'air', 'sub', 'cycle']"
"['agent', 'war']",spy,"green: ['disease', 'war', 'play', 'agent', 'mine', 'mount', 'spot', 'sub'], black: ['drop', 'time', 'switch'], tan: ['unicorn', 'pass', 'space', 'revolution', 'alien', 'lead', 'pitch', 'spell', 'lap', 'state', 'air', 'cycle', 'force']"
"['sub', 'air']",boat,"green: ['play', 'mount', 'spot', 'sub'], black: ['drop', 'time', 'switch'], tan: ['unicorn', 'pass', 'space', 'revolution', 'alien', 'lead', 'pitch', 'spell', 'lap', 'state', 'air', 'cycle', 'force']"
"['king', 'fighter', 'undertaker']",ruler,"green: ['fighter', 'undertaker', 'mammoth', 'racket', 'light', 'king', 'march', 'vacuum', 'novel'], black: ['spring', 'pitch', 'space'], tan: ['luck', 'stock', 'row', 'play', 'cover', 'check', 'charge', 'state', 'air', 'superhero', 'link', 'mount', 'draft']"
